year,county_fips,county_name,avg_annual_pay,avg_annual_weekly_wage,avg_monthly_rent
2024,37135,"Orange County, North Carolina","79,229","1,524",1783.904961860522
2024,37137,"Pamlico County, North Carolina","37,034",712,
2024,37139,"Pasquotank County, North Carolina","50,275",967,1424.3144805126276
2024,37141,"Pender County, North Carolina","47,159",907,1905.4998333267104
2024,37143,"Perquimans County, North Carolina","44,891",863,
2024,37145,"Person County, North Carolina","50,063",963,
2024,37147,"Pitt County, North Carolina","59,866","1,151",1463.46954829882
2024,37149,"Polk County, North Carolina","46,331",891,
2024,37151,"Randolph County, North Carolina","51,663",994,1057.6115046851446
2024,37153,"Richmond County, North Carolina","46,814",900,
2024,37155,"Robeson County, North Carolina","45,957",884,863.8723315820548
2024,37157,"Rockingham County, North Carolina","45,428",874,
2024,37159,"Rowan County, North Carolina","57,503","1,106",1240.8660267689284
2024,37161,"Rutherford County, North Carolina","48,125",925,
2024,37163,"Sampson County, North Carolina","49,873",959,
2024,37165,"Scotland County, North Carolina","50,042",962,
2024,37167,"Stanly County, North Carolina","44,697",860,1290.464980054155
2024,37169,"Stokes County, North Carolina","41,766",803,
2024,37171,"Surry County, North Carolina","49,330",949,
2024,37173,"Swain County, North Carolina","46,512",894,
2024,37175,"Transylvania County, North Carolina","49,543",953,
2024,37177,"Tyrrell County, North Carolina","44,054",847,
2024,37179,"Union County, North Carolina","61,500","1,183",2027.3484948336118
2024,37181,"Vance County, North Carolina","47,261",909,
2024,37183,"Wake County, North Carolina","76,807","1,477",1673.5395616487376
2024,37185,"Warren County, North Carolina","42,054",809,
2024,37187,"Washington County, North Carolina","49,932",960,
2024,37189,"Watauga County, North Carolina","48,024",924,
2024,37191,"Wayne County, North Carolina","49,087",944,1285.5843245481014
2024,37193,"Wilkes County, North Carolina","48,003",923,
2024,37195,"Wilson County, North Carolina","54,643","1,051",1155.5275149618915
2024,37197,"Yadkin County, North Carolina","45,124",868,
2024,37199,"Yancey County, North Carolina","47,951",922,
2024,37999,"Unknown Or Undefined, North Carolina","113,995","2,192",
