month_start_date,jurisdiction,filings_count,percent_of_historical_average
7/1/2022,Rowan,185,102.66
8/1/2022,Rowan,133,78.05
9/1/2022,Rowan,154,89.12
10/1/2022,Rowan,144,87.7
11/1/2022,Rowan,133,95.96
12/1/2022,Rowan,89,61.46
1/1/2023,Rowan,184,95.34
2/1/2023,Rowan,126,87.96
3/1/2023,Rowan,152,124.08
4/1/2023,Rowan,99,73.06
5/1/2023,Rowan,135,83.85
6/1/2023,Rowan,163,95.46
1/1/2020,Wayne,178,91.28
2/1/2020,Wayne,162,103.18
3/1/2020,Wayne,57,44.79
4/1/2020,Wayne,9,5.73
5/1/2020,Wayne,66,38.6
6/1/2020,Wayne,70,39.72
7/1/2020,Wayne,103,59.13
8/1/2020,Wayne,142,76.59
9/1/2020,Wayne,82,46.22
10/1/2020,Wayne,86,48.75
11/1/2020,Wayne,62,39.04
12/1/2020,Wayne,42,25.55
1/1/2021,Wayne,39,20
2/1/2021,Wayne,63,40.13
3/1/2021,Wayne,55,43.22
4/1/2021,Wayne,45,28.66
5/1/2021,Wayne,46,26.9
6/1/2021,Wayne,55,31.21
7/1/2021,Wayne,60,34.44
8/1/2021,Wayne,56,30.2
9/1/2021,Wayne,78,43.97
10/1/2021,Wayne,89,50.45
11/1/2021,Wayne,63,39.67
12/1/2021,Wayne,57,34.67
1/1/2022,Wayne,68,34.87
2/1/2022,Wayne,92,58.6
3/1/2022,Wayne,99,77.8
4/1/2022,Wayne,107,68.15
5/1/2022,Wayne,117,68.42
6/1/2022,Wayne,170,96.45
7/1/2022,Wayne,263,150.98
8/1/2022,Wayne,222,119.74
9/1/2022,Wayne,159,89.63
10/1/2022,Wayne,178,100.91
11/1/2022,Wayne,189,119.02
12/1/2022,Wayne,130,79.08
1/1/2023,Wayne,199,102.05
2/1/2023,Wayne,188,119.75
3/1/2023,Wayne,120,94.3
4/1/2023,Wayne,157,100
5/1/2023,Wayne,163,95.32
6/1/2023,Wayne,160,90.78
1/1/2020,Johnston,198,140.67
2/1/2020,Johnston,123,113.36
3/1/2020,Johnston,94,91.93
4/1/2020,Johnston,11,9.65
5/1/2020,Johnston,28,22.18
6/1/2020,Johnston,28,20.9
7/1/2020,Johnston,92,63.98
8/1/2020,Johnston,129,86.23
9/1/2020,Johnston,104,80.62
10/1/2020,Johnston,99,66.8
11/1/2020,Johnston,43,33.13
12/1/2020,Johnston,59,48.92
1/1/2021,Johnston,47,33.39
2/1/2021,Johnston,58,53.46
3/1/2021,Johnston,85,83.13
4/1/2021,Johnston,75,65.79
5/1/2021,Johnston,44,34.85
6/1/2021,Johnston,98,73.13
7/1/2021,Johnston,68,47.29
8/1/2021,Johnston,75,50.13
9/1/2021,Johnston,91,70.54
10/1/2021,Johnston,134,90.42
11/1/2021,Johnston,103,79.35
12/1/2021,Johnston,98,81.26
1/1/2022,Johnston,107,76.02
2/1/2022,Johnston,88,81.11
3/1/2022,Johnston,155,151.59
4/1/2022,Johnston,121,106.14
5/1/2022,Johnston,176,139.41
6/1/2022,Johnston,150,111.94
7/1/2022,Johnston,183,127.26
8/1/2022,Johnston,186,124.33
9/1/2022,Johnston,152,117.83
10/1/2022,Johnston,117,78.95
11/1/2022,Johnston,148,114.02
12/1/2022,Johnston,186,154.23
1/1/2023,Johnston,137,97.34
2/1/2023,Johnston,142,130.88
3/1/2023,Johnston,189,184.84
4/1/2023,Johnston,110,96.49
5/1/2023,Johnston,161,127.52
6/1/2023,Johnston,157,117.16
1/1/2020,Onslow,166,79.05
2/1/2020,Onslow,148,85.92
3/1/2020,Onslow,72,51.34
4/1/2020,Onslow,18,11.25
5/1/2020,Onslow,43,21.86
6/1/2020,Onslow,61,31.36
7/1/2020,Onslow,102,56.29
8/1/2020,Onslow,133,68.28
9/1/2020,Onslow,92,52.1
10/1/2020,Onslow,130,60.47
11/1/2020,Onslow,54,29.41
12/1/2020,Onslow,59,35.59
1/1/2021,Onslow,41,19.52
2/1/2021,Onslow,67,38.9
3/1/2021,Onslow,59,42.07
4/1/2021,Onslow,44,27.5
5/1/2021,Onslow,76,38.63
6/1/2021,Onslow,66,33.93
7/1/2021,Onslow,75,41.39
8/1/2021,Onslow,52,26.69
9/1/2021,Onslow,72,40.77
10/1/2021,Onslow,95,44.19
11/1/2021,Onslow,68,37.04
12/1/2021,Onslow,67,40.41
1/1/2022,Onslow,91,43.33
2/1/2022,Onslow,71,41.22
3/1/2022,Onslow,101,72.01
4/1/2022,Onslow,140,87.5
5/1/2022,Onslow,122,62.01
6/1/2022,Onslow,123,63.24
7/1/2022,Onslow,168,92.72
8/1/2022,Onslow,181,92.92
9/1/2022,Onslow,123,69.65
10/1/2022,Onslow,146,67.91
11/1/2022,Onslow,96,52.29
12/1/2022,Onslow,137,82.63
1/1/2023,Onslow,158,75.24
2/1/2023,Onslow,153,88.82
3/1/2023,Onslow,141,100.53
4/1/2023,Onslow,127,79.38
5/1/2023,Onslow,122,62.01
6/1/2023,Onslow,140,71.98
1/1/2020,Vance,203,138.1
2/1/2020,Vance,170,148.8
3/1/2020,Vance,33,32.92
4/1/2020,Vance,3,2.76
5/1/2020,Vance,114,74.15
6/1/2020,Vance,45,31.47
7/1/2020,Vance,204,154.55
8/1/2020,Vance,76,49.48
9/1/2020,Vance,65,49.77
10/1/2020,Vance,75,51.58
11/1/2020,Vance,29,22.62
12/1/2020,Vance,25,21.85
1/1/2021,Vance,28,19.05
2/1/2021,Vance,45,39.39
3/1/2021,Vance,26,25.94
4/1/2021,Vance,38,34.94
5/1/2021,Vance,34,22.11
6/1/2021,Vance,28,19.58
7/1/2021,Vance,40,30.3
8/1/2021,Vance,67,43.62
9/1/2021,Vance,79,60.49
10/1/2021,Vance,103,70.84
11/1/2021,Vance,58,45.24
12/1/2021,Vance,87,76.05
1/1/2022,Vance,87,59.18
2/1/2022,Vance,75,65.65
3/1/2022,Vance,84,83.79
4/1/2022,Vance,101,92.87
5/1/2022,Vance,111,72.2
6/1/2022,Vance,117,81.82
7/1/2022,Vance,170,128.79
8/1/2022,Vance,131,85.29
9/1/2022,Vance,132,101.07
10/1/2022,Vance,136,93.54
11/1/2022,Vance,98,76.44
12/1/2022,Vance,61,53.32
1/1/2023,Vance,164,111.56
2/1/2023,Vance,120,105.03
3/1/2023,Vance,97,96.76
4/1/2023,Vance,124,114.02
5/1/2023,Vance,150,97.56
6/1/2023,Vance,134,93.71
1/1/2020,Cleveland,128,91.59
2/1/2020,Cleveland,130,120.65
3/1/2020,Cleveland,44,49.86
4/1/2020,Cleveland,0,0
5/1/2020,Cleveland,32,23.93
6/1/2020,Cleveland,98,75.82
7/1/2020,Cleveland,156,112.55
8/1/2020,Cleveland,145,104.17
9/1/2020,Cleveland,90,75
10/1/2020,Cleveland,109,80.27
11/1/2020,Cleveland,51,42.36
12/1/2020,Cleveland,27,26.06
1/1/2021,Cleveland,38,27.19
2/1/2021,Cleveland,42,38.98
3/1/2021,Cleveland,77,87.25
4/1/2021,Cleveland,47,41.41
5/1/2021,Cleveland,43,32.15
6/1/2021,Cleveland,53,41.01
7/1/2021,Cleveland,85,61.33
8/1/2021,Cleveland,80,57.47
9/1/2021,Cleveland,92,76.67
10/1/2021,Cleveland,84,61.86
11/1/2021,Cleveland,84,69.77
12/1/2021,Cleveland,71,68.53
1/1/2022,Cleveland,71,50.81
2/1/2022,Cleveland,82,76.1
3/1/2022,Cleveland,85,96.32
4/1/2022,Cleveland,92,81.06
5/1/2022,Cleveland,121,90.47
6/1/2022,Cleveland,125,96.71
7/1/2022,Cleveland,127,91.63
8/1/2022,Cleveland,132,94.83
9/1/2022,Cleveland,126,105
10/1/2022,Cleveland,124,91.31
11/1/2022,Cleveland,110,91.36
12/1/2022,Cleveland,90,86.87
1/1/2023,Cleveland,124,88.73
2/1/2023,Cleveland,125,116.01
3/1/2023,Cleveland,109,123.51
4/1/2023,Cleveland,99,87.22
5/1/2023,Cleveland,123,91.96
6/1/2023,Cleveland,131,101.35
1/1/2020,Davidson,208,121.82
2/1/2020,Davidson,124,101.02
3/1/2020,Davidson,79,68.55
4/1/2020,Davidson,14,9.56
5/1/2020,Davidson,101,59.68
6/1/2020,Davidson,54,30.42
7/1/2020,Davidson,125,70.07
8/1/2020,Davidson,146,77.99
9/1/2020,Davidson,102,62.35
10/1/2020,Davidson,157,102.75
11/1/2020,Davidson,59,43.7
12/1/2020,Davidson,90,65.03
1/1/2021,Davidson,50,29.28
2/1/2021,Davidson,53,43.18
3/1/2021,Davidson,91,78.96
4/1/2021,Davidson,74,50.51
5/1/2021,Davidson,61,36.04
6/1/2021,Davidson,111,62.54
7/1/2021,Davidson,110,61.66
8/1/2021,Davidson,131,69.98
9/1/2021,Davidson,132,80.68
10/1/2021,Davidson,119,77.88
11/1/2021,Davidson,93,68.89
12/1/2021,Davidson,79,57.08
1/1/2022,Davidson,112,65.59
2/1/2022,Davidson,110,89.61
3/1/2022,Davidson,125,108.46
4/1/2022,Davidson,118,80.55
5/1/2022,Davidson,150,88.63
6/1/2022,Davidson,164,92.39
7/1/2022,Davidson,132,73.99
8/1/2022,Davidson,173,92.41
9/1/2022,Davidson,159,97.19
10/1/2022,Davidson,139,90.97
11/1/2022,Davidson,122,90.37
12/1/2022,Davidson,91,65.75
1/1/2023,Davidson,145,84.92
2/1/2023,Davidson,117,95.32
3/1/2023,Davidson,136,118
4/1/2023,Davidson,105,71.67
5/1/2023,Davidson,162,95.72
6/1/2023,Davidson,131,73.8
1/1/2020,Union,105,89.55
2/1/2020,Union,100,105.82
3/1/2020,Union,41,54.67
4/1/2020,Union,16,18.34
5/1/2020,Union,16,15.24
6/1/2020,Union,39,40.63
7/1/2020,Union,66,61.68
8/1/2020,Union,63,57.38
9/1/2020,Union,72,68.31
10/1/2020,Union,60,53.96
11/1/2020,Union,53,52.06
12/1/2020,Union,79,82.64
1/1/2021,Union,34,29
2/1/2021,Union,38,40.21
3/1/2021,Union,90,120
4/1/2021,Union,35,40.11
5/1/2021,Union,46,43.81
6/1/2021,Union,40,41.67
7/1/2021,Union,70,65.42
8/1/2021,Union,74,67.4
9/1/2021,Union,64,60.72
10/1/2021,Union,77,69.24
11/1/2021,Union,55,54.03
12/1/2021,Union,41,42.89
1/1/2022,Union,61,52.03
2/1/2022,Union,67,70.9
3/1/2022,Union,98,130.67
4/1/2022,Union,66,75.64
5/1/2022,Union,61,58.1
6/1/2022,Union,84,87.5
7/1/2022,Union,116,108.41
8/1/2022,Union,102,92.9
9/1/2022,Union,80,75.9
10/1/2022,Union,101,90.83
11/1/2022,Union,77,75.64
12/1/2022,Union,75,78.45
1/1/2023,Union,105,89.55
2/1/2023,Union,92,97.35
3/1/2023,Union,105,140
4/1/2023,Union,101,115.76
5/1/2023,Union,132,125.71
6/1/2023,Union,129,134.38
1/1/2020,Lenoir,163,107.77
2/1/2020,Lenoir,164,121.48
3/1/2020,Lenoir,55,53.01
4/1/2020,Lenoir,10,8.4
5/1/2020,Lenoir,11,7.17
6/1/2020,Lenoir,38,26.53
7/1/2020,Lenoir,77,50.93
8/1/2020,Lenoir,155,102.24
9/1/2020,Lenoir,133,85.04
10/1/2020,Lenoir,120,77.12
11/1/2020,Lenoir,100,69.93
12/1/2020,Lenoir,55,41.98
1/1/2021,Lenoir,44,29.09
2/1/2021,Lenoir,42,31.11
3/1/2021,Lenoir,117,112.77
4/1/2021,Lenoir,84,70.59
5/1/2021,Lenoir,89,57.98
6/1/2021,Lenoir,101,70.51
7/1/2021,Lenoir,93,61.51
8/1/2021,Lenoir,81,53.43
9/1/2021,Lenoir,62,39.64
10/1/2021,Lenoir,69,44.34
11/1/2021,Lenoir,75,52.45
12/1/2021,Lenoir,85,64.89
1/1/2022,Lenoir,87,57.52
2/1/2022,Lenoir,95,70.37
3/1/2022,Lenoir,85,81.93
4/1/2022,Lenoir,115,96.64
5/1/2022,Lenoir,131,85.34
6/1/2022,Lenoir,125,87.26
7/1/2022,Lenoir,110,72.75
8/1/2022,Lenoir,131,86.41
9/1/2022,Lenoir,134,85.68
10/1/2022,Lenoir,105,67.48
11/1/2022,Lenoir,101,70.63
12/1/2022,Lenoir,122,93.13
1/1/2023,Lenoir,128,84.63
2/1/2023,Lenoir,115,85.19
3/1/2023,Lenoir,96,92.53
4/1/2023,Lenoir,89,74.79
5/1/2023,Lenoir,120,78.18
6/1/2023,Lenoir,125,87.26
1/1/2020,Orange,82,86.09
2/1/2020,Orange,130,153.39
3/1/2020,Orange,81,114.08
4/1/2020,Orange,5,6.33
5/1/2020,Orange,12,14.55
6/1/2020,Orange,26,27.51
7/1/2020,Orange,26,25.74
8/1/2020,Orange,33,33.88
9/1/2020,Orange,34,38.03
10/1/2020,Orange,32,35.09
11/1/2020,Orange,23,30.67
12/1/2020,Orange,22,25.17
1/1/2021,Orange,25,26.25
2/1/2021,Orange,43,50.74
3/1/2021,Orange,44,61.97
4/1/2021,Orange,26,32.91
5/1/2021,Orange,25,30.3
6/1/2021,Orange,50,52.91
7/1/2021,Orange,26,25.74
8/1/2021,Orange,32,32.85
9/1/2021,Orange,42,46.98
10/1/2021,Orange,28,30.7
11/1/2021,Orange,43,57.33
12/1/2021,Orange,46,52.63
1/1/2022,Orange,49,51.44
2/1/2022,Orange,73,86.14
3/1/2022,Orange,50,70.42
4/1/2022,Orange,46,58.23
5/1/2022,Orange,93,112.73
6/1/2022,Orange,93,98.41
7/1/2022,Orange,85,84.16
8/1/2022,Orange,90,92.4
9/1/2022,Orange,55,61.52
10/1/2022,Orange,72,78.95
11/1/2022,Orange,53,70.67
12/1/2022,Orange,66,75.51
1/1/2023,Orange,100,104.99
2/1/2023,Orange,102,120.35
3/1/2023,Orange,90,126.76
4/1/2023,Orange,138,174.68
5/1/2023,Orange,123,149.09
6/1/2023,Orange,114,120.63
1/1/2020,Catawba,158,102.1
2/1/2020,Catawba,110,77.19
3/1/2020,Catawba,64,62.59
4/1/2020,Catawba,0,0
5/1/2020,Catawba,22,14.64
6/1/2020,Catawba,59,39.93
7/1/2020,Catawba,119,75.6
8/1/2020,Catawba,86,52.44
9/1/2020,Catawba,89,61.21
10/1/2020,Catawba,77,51.61
11/1/2020,Catawba,75,54.27
12/1/2020,Catawba,56,45.38
1/1/2021,Catawba,45,29.08
2/1/2021,Catawba,67,47.02
3/1/2021,Catawba,72,70.42
4/1/2021,Catawba,54,49.2
5/1/2021,Catawba,69,45.92
6/1/2021,Catawba,84,56.85
7/1/2021,Catawba,72,45.74
8/1/2021,Catawba,135,82.32
9/1/2021,Catawba,100,68.78
10/1/2021,Catawba,85,56.97
11/1/2021,Catawba,83,60.06
12/1/2021,Catawba,68,55.11
1/1/2022,Catawba,83,53.63
2/1/2022,Catawba,94,65.96
3/1/2022,Catawba,122,119.32
4/1/2022,Catawba,92,83.83
5/1/2022,Catawba,125,83.19
6/1/2022,Catawba,103,69.71
7/1/2022,Catawba,129,81.96
8/1/2022,Catawba,158,96.34
9/1/2022,Catawba,118,81.16
10/1/2022,Catawba,104,69.71
11/1/2022,Catawba,89,64.4
12/1/2022,Catawba,131,106.16
1/1/2023,Catawba,111,71.73
2/1/2023,Catawba,74,51.93
3/1/2023,Catawba,156,152.57
4/1/2023,Catawba,81,73.8
5/1/2023,Catawba,162,107.82
6/1/2023,Catawba,106,71.74
1/1/2020,Harnett,127,138.04
2/1/2020,Harnett,83,88.06
3/1/2020,Harnett,23,28.05
4/1/2020,Harnett,4,4.95
5/1/2020,Harnett,23,22.06
6/1/2020,Harnett,31,29.67
7/1/2020,Harnett,70,73.68
8/1/2020,Harnett,82,78.54
9/1/2020,Harnett,66,68.04
10/1/2020,Harnett,61,63.15
11/1/2020,Harnett,41,45.45
12/1/2020,Harnett,21,23.44
1/1/2021,Harnett,26,28.26
2/1/2021,Harnett,31,32.89
3/1/2021,Harnett,55,67.07
4/1/2021,Harnett,39,48.3
5/1/2021,Harnett,50,47.96
6/1/2021,Harnett,39,37.32
7/1/2021,Harnett,48,50.53
8/1/2021,Harnett,59,56.51
9/1/2021,Harnett,69,71.13
10/1/2021,Harnett,73,75.57
11/1/2021,Harnett,49,54.32
12/1/2021,Harnett,36,40.18
1/1/2022,Harnett,49,53.26
2/1/2022,Harnett,56,59.42
3/1/2022,Harnett,59,71.95
4/1/2022,Harnett,62,76.78
5/1/2022,Harnett,65,62.35
6/1/2022,Harnett,80,76.56
7/1/2022,Harnett,78,82.11
8/1/2022,Harnett,104,99.62
9/1/2022,Harnett,98,101.03
10/1/2022,Harnett,71,73.5
11/1/2022,Harnett,63,69.84
12/1/2022,Harnett,78,87.05
1/1/2023,Harnett,78,84.78
2/1/2023,Harnett,76,80.64
3/1/2023,Harnett,66,80.49
4/1/2023,Harnett,69,85.45
5/1/2023,Harnett,77,73.86
6/1/2023,Harnett,93,89
1/1/2020,Brunswick,66,107.32
2/1/2020,Brunswick,56,119.15
3/1/2020,Brunswick,57,136.53
4/1/2020,Brunswick,7,14.58
5/1/2020,Brunswick,10,17.47
6/1/2020,Brunswick,26,46.64
7/1/2020,Brunswick,51,88.85
8/1/2020,Brunswick,45,80.07
9/1/2020,Brunswick,33,65.74
10/1/2020,Brunswick,36,52.79
11/1/2020,Brunswick,24,45.45
12/1/2020,Brunswick,39,79.27
1/1/2021,Brunswick,26,42.28
2/1/2021,Brunswick,30,63.83
3/1/2021,Brunswick,30,71.86
4/1/2021,Brunswick,26,54.17
5/1/2021,Brunswick,21,36.68
6/1/2021,Brunswick,32,57.4
7/1/2021,Brunswick,41,71.43
8/1/2021,Brunswick,32,56.94
9/1/2021,Brunswick,30,59.76
10/1/2021,Brunswick,37,54.25
11/1/2021,Brunswick,36,68.18
12/1/2021,Brunswick,37,75.2
1/1/2022,Brunswick,28,45.53
2/1/2022,Brunswick,51,108.51
3/1/2022,Brunswick,54,129.34
4/1/2022,Brunswick,49,102.08
5/1/2022,Brunswick,49,85.59
6/1/2022,Brunswick,42,75.34
7/1/2022,Brunswick,40,69.69
8/1/2022,Brunswick,55,97.86
9/1/2022,Brunswick,46,91.63
10/1/2022,Brunswick,71,104.11
11/1/2022,Brunswick,54,102.27
12/1/2022,Brunswick,51,103.66
1/1/2023,Brunswick,66,107.32
2/1/2023,Brunswick,48,102.13
3/1/2023,Brunswick,48,114.97
4/1/2023,Brunswick,38,79.17
5/1/2023,Brunswick,47,82.1
6/1/2023,Brunswick,91,163.23
1/1/2020,Rockingham,81,99.39
2/1/2020,Rockingham,77,126.23
3/1/2020,Rockingham,40,62.5
4/1/2020,Rockingham,11,16.79
5/1/2020,Rockingham,38,43.68
6/1/2020,Rockingham,55,59.3
7/1/2020,Rockingham,56,67.8
8/1/2020,Rockingham,64,79.8
9/1/2020,Rockingham,54,61.5
10/1/2020,Rockingham,75,83.15
11/1/2020,Rockingham,35,42.37
12/1/2020,Rockingham,37,55.22
1/1/2021,Rockingham,48,58.9
2/1/2021,Rockingham,38,62.3
3/1/2021,Rockingham,42,65.63
4/1/2021,Rockingham,30,45.8
5/1/2021,Rockingham,56,64.37
6/1/2021,Rockingham,37,39.89
7/1/2021,Rockingham,38,46
8/1/2021,Rockingham,51,63.59
9/1/2021,Rockingham,61,69.48
10/1/2021,Rockingham,58,64.3
11/1/2021,Rockingham,33,39.95
12/1/2021,Rockingham,52,77.61
1/1/2022,Rockingham,48,58.9
2/1/2022,Rockingham,77,126.23
3/1/2022,Rockingham,87,135.94
4/1/2022,Rockingham,68,103.82
5/1/2022,Rockingham,82,94.25
6/1/2022,Rockingham,104,112.13
7/1/2022,Rockingham,95,115.01
8/1/2022,Rockingham,99,123.44
9/1/2022,Rockingham,103,117.31
10/1/2022,Rockingham,72,79.82
11/1/2022,Rockingham,86,104.12
12/1/2022,Rockingham,47,70.15
1/1/2023,Rockingham,98,120.25
2/1/2023,Rockingham,59,96.72
3/1/2023,Rockingham,62,96.88
4/1/2023,Rockingham,69,105.34
5/1/2023,Rockingham,76,87.36
6/1/2023,Rockingham,85,91.64
1/1/2020,Randolph,124,99.2
2/1/2020,Randolph,117,108.08
3/1/2020,Randolph,69,81.42
4/1/2020,Randolph,16,17.16
5/1/2020,Randolph,37,33.26
6/1/2020,Randolph,53,48.85
7/1/2020,Randolph,82,68.91
8/1/2020,Randolph,95,81.62
9/1/2020,Randolph,64,53.16
10/1/2020,Randolph,71,60.17
11/1/2020,Randolph,33,31.43
12/1/2020,Randolph,25,23.85
1/1/2021,Randolph,28,22.4
2/1/2021,Randolph,31,28.64
3/1/2021,Randolph,43,50.74
4/1/2021,Randolph,32,34.32
5/1/2021,Randolph,52,46.74
6/1/2021,Randolph,60,55.3
7/1/2021,Randolph,65,54.62
8/1/2021,Randolph,65,55.84
9/1/2021,Randolph,92,76.41
10/1/2021,Randolph,87,73.73
11/1/2021,Randolph,70,66.67
12/1/2021,Randolph,50,47.71
1/1/2022,Randolph,83,66.4
2/1/2022,Randolph,79,72.98
3/1/2022,Randolph,85,100.29
4/1/2022,Randolph,99,106.17
5/1/2022,Randolph,88,79.1
6/1/2022,Randolph,100,92.17
7/1/2022,Randolph,114,95.8
8/1/2022,Randolph,99,85.05
9/1/2022,Randolph,100,83.06
10/1/2022,Randolph,121,102.54
11/1/2022,Randolph,122,116.19
12/1/2022,Randolph,84,80.15
1/1/2023,Randolph,114,91.2
2/1/2023,Randolph,101,93.3
3/1/2023,Randolph,83,97.94
4/1/2023,Randolph,84,90.08
5/1/2023,Randolph,106,95.28
6/1/2023,Randolph,80,73.73
1/1/2020,Craven,100,96.62
2/1/2020,Craven,95,107.65
3/1/2020,Craven,34,42.77
4/1/2020,Craven,0,0
5/1/2020,Craven,10,10.55
6/1/2020,Craven,40,45.2
7/1/2020,Craven,60,60.98
8/1/2020,Craven,72,72.43
9/1/2020,Craven,60,73.71
10/1/2020,Craven,49,45.29
11/1/2020,Craven,29,31.25
12/1/2020,Craven,15,14.56
1/1/2021,Craven,42,40.58
2/1/2021,Craven,33,37.39
3/1/2021,Craven,20,25.16
4/1/2021,Craven,27,32.83
5/1/2021,Craven,14,14.78
6/1/2021,Craven,37,41.81
7/1/2021,Craven,59,59.96
8/1/2021,Craven,44,44.27
9/1/2021,Craven,41,50.37
10/1/2021,Craven,45,41.59
11/1/2021,Craven,53,57.11
12/1/2021,Craven,52,50.49
1/1/2022,Craven,43,41.55
2/1/2022,Craven,50,56.66
3/1/2022,Craven,45,56.6
4/1/2022,Craven,101,122.8
5/1/2022,Craven,78,82.32
6/1/2022,Craven,97,109.6
7/1/2022,Craven,85,86.38
8/1/2022,Craven,57,57.34
9/1/2022,Craven,69,84.77
10/1/2022,Craven,63,58.23
11/1/2022,Craven,81,87.28
12/1/2022,Craven,94,91.26
1/1/2023,Craven,77,74.4
2/1/2023,Craven,68,77.05
3/1/2023,Craven,85,106.92
4/1/2023,Craven,54,65.65
5/1/2023,Craven,75,79.16
6/1/2023,Craven,74,83.62
1/1/2020,Halifax,77,115.79
2/1/2020,Halifax,47,90.82
3/1/2020,Halifax,60,142.86
4/1/2020,Halifax,2,5
5/1/2020,Halifax,13,31.71
6/1/2020,Halifax,28,57.73
7/1/2020,Halifax,38,65.07
8/1/2020,Halifax,41,65.08
9/1/2020,Halifax,65,119.93
10/1/2020,Halifax,49,72.92
11/1/2020,Halifax,25,52.3
12/1/2020,Halifax,18,44.55
1/1/2021,Halifax,11,16.54
2/1/2021,Halifax,16,30.92
3/1/2021,Halifax,27,64.29
4/1/2021,Halifax,19,47.5
5/1/2021,Halifax,19,46.34
6/1/2021,Halifax,10,20.62
7/1/2021,Halifax,14,23.97
8/1/2021,Halifax,15,23.81
9/1/2021,Halifax,29,53.51
10/1/2021,Halifax,21,31.25
11/1/2021,Halifax,21,43.93
12/1/2021,Halifax,25,61.88
1/1/2022,Halifax,40,60.15
2/1/2022,Halifax,35,67.63
3/1/2022,Halifax,44,104.76
4/1/2022,Halifax,45,112.5
5/1/2022,Halifax,45,109.76
6/1/2022,Halifax,55,113.4
7/1/2022,Halifax,68,116.44
8/1/2022,Halifax,74,117.46
9/1/2022,Halifax,38,70.11
10/1/2022,Halifax,39,58.04
11/1/2022,Halifax,35,73.22
12/1/2022,Halifax,58,143.56
1/1/2023,Halifax,69,103.76
2/1/2023,Halifax,56,108.21
3/1/2023,Halifax,54,128.57
4/1/2023,Halifax,49,122.5
5/1/2023,Halifax,38,92.68
6/1/2023,Halifax,62,127.84
1/1/2020,Caldwell,61,91.73
2/1/2020,Caldwell,55,100
3/1/2020,Caldwell,41,80.39
4/1/2020,Caldwell,12,22.75
5/1/2020,Caldwell,31,45.42
6/1/2020,Caldwell,38,57.79
7/1/2020,Caldwell,60,90.63
8/1/2020,Caldwell,69,116.95
9/1/2020,Caldwell,44,71.43
10/1/2020,Caldwell,52,95.24
11/1/2020,Caldwell,38,71.43
12/1/2020,Caldwell,16,30.19
1/1/2021,Caldwell,42,63.16
2/1/2021,Caldwell,36,65.45
3/1/2021,Caldwell,41,80.39
4/1/2021,Caldwell,39,73.93
5/1/2021,Caldwell,39,57.14
6/1/2021,Caldwell,43,65.4
7/1/2021,Caldwell,51,77.04
8/1/2021,Caldwell,49,83.05
9/1/2021,Caldwell,54,87.66
10/1/2021,Caldwell,41,75.09
11/1/2021,Caldwell,45,84.59
12/1/2021,Caldwell,42,79.25
1/1/2022,Caldwell,50,75.19
2/1/2022,Caldwell,51,92.73
3/1/2022,Caldwell,59,115.69
4/1/2022,Caldwell,59,111.85
5/1/2022,Caldwell,62,90.84
6/1/2022,Caldwell,74,112.55
7/1/2022,Caldwell,64,96.68
8/1/2022,Caldwell,74,125.42
9/1/2022,Caldwell,65,105.52
10/1/2022,Caldwell,36,65.93
11/1/2022,Caldwell,41,77.07
12/1/2022,Caldwell,46,86.79
1/1/2023,Caldwell,76,114.29
2/1/2023,Caldwell,52,94.55
3/1/2023,Caldwell,30,58.82
4/1/2023,Caldwell,42,79.62
5/1/2023,Caldwell,58,84.98
6/1/2023,Caldwell,57,86.69
1/1/2020,Franklin,67,159.52
2/1/2020,Franklin,62,177.14
3/1/2020,Franklin,16,41.03
4/1/2020,Franklin,3,8.76
5/1/2020,Franklin,36,82.29
6/1/2020,Franklin,19,50
7/1/2020,Franklin,62,157.36
8/1/2020,Franklin,22,48.03
9/1/2020,Franklin,26,61.03
10/1/2020,Franklin,14,29.79
11/1/2020,Franklin,13,32.66
12/1/2020,Franklin,9,23.81
1/1/2021,Franklin,10,23.81
2/1/2021,Franklin,16,45.71
3/1/2021,Franklin,20,51.28
4/1/2021,Franklin,20,58.39
5/1/2021,Franklin,15,34.29
6/1/2021,Franklin,21,55.26
7/1/2021,Franklin,24,60.91
8/1/2021,Franklin,32,69.87
9/1/2021,Franklin,31,72.77
10/1/2021,Franklin,51,108.51
11/1/2021,Franklin,38,95.48
12/1/2021,Franklin,36,95.24
1/1/2022,Franklin,41,97.62
2/1/2022,Franklin,44,125.71
3/1/2022,Franklin,35,89.74
4/1/2022,Franklin,39,113.87
5/1/2022,Franklin,52,118.86
6/1/2022,Franklin,52,136.84
7/1/2022,Franklin,51,129.44
8/1/2022,Franklin,51,111.35
9/1/2022,Franklin,42,98.59
10/1/2022,Franklin,43,91.49
11/1/2022,Franklin,54,135.68
12/1/2022,Franklin,16,42.33
1/1/2023,Franklin,52,123.81
2/1/2023,Franklin,58,165.71
3/1/2023,Franklin,43,110.26
4/1/2023,Franklin,42,122.63
5/1/2023,Franklin,46,105.14
6/1/2023,Franklin,54,142.11
1/1/2020,Hoke,78,148.57
2/1/2020,Hoke,42,86.15
3/1/2020,Hoke,25,69.93
4/1/2020,Hoke,7,16.57
5/1/2020,Hoke,25,49.5
6/1/2020,Hoke,18,35.29
7/1/2020,Hoke,66,107.14
8/1/2020,Hoke,44,81.48
9/1/2020,Hoke,63,121.62
10/1/2020,Hoke,38,64.41
