month_start_date,jurisdiction,filings_count,percent_of_historical_average
11/1/2020,Hoke,21,46.67
12/1/2020,Hoke,12,27.15
1/1/2021,Hoke,11,20.95
2/1/2021,Hoke,18,36.92
3/1/2021,Hoke,37,103.5
4/1/2021,Hoke,13,30.77
5/1/2021,Hoke,30,59.41
6/1/2021,Hoke,21,41.18
7/1/2021,Hoke,32,51.95
8/1/2021,Hoke,33,61.11
9/1/2021,Hoke,31,59.85
10/1/2021,Hoke,59,100
11/1/2021,Hoke,36,80
12/1/2021,Hoke,29,65.61
1/1/2022,Hoke,48,91.43
2/1/2022,Hoke,33,67.69
3/1/2022,Hoke,34,95.1
4/1/2022,Hoke,39,92.31
5/1/2022,Hoke,53,104.95
6/1/2022,Hoke,64,125.49
7/1/2022,Hoke,66,107.14
8/1/2022,Hoke,53,98.15
9/1/2022,Hoke,55,106.18
10/1/2022,Hoke,53,89.83
11/1/2022,Hoke,29,64.44
12/1/2022,Hoke,33,74.66
1/1/2023,Hoke,45,85.71
2/1/2023,Hoke,33,67.69
3/1/2023,Hoke,66,184.62
4/1/2023,Hoke,36,85.21
5/1/2023,Hoke,57,112.87
6/1/2023,Hoke,50,98.04
1/1/2020,Scotland,44,96.7
2/1/2020,Scotland,41,119.71
3/1/2020,Scotland,18,55.81
4/1/2020,Scotland,0,0
5/1/2020,Scotland,1,2.67
6/1/2020,Scotland,16,42.95
7/1/2020,Scotland,39,95.12
8/1/2020,Scotland,21,49.3
9/1/2020,Scotland,18,59.6
10/1/2020,Scotland,19,52.2
11/1/2020,Scotland,16,49.69
12/1/2020,Scotland,6,20.55
1/1/2021,Scotland,11,24.18
2/1/2021,Scotland,7,20.44
3/1/2021,Scotland,22,68.22
4/1/2021,Scotland,14,34.57
5/1/2021,Scotland,13,34.67
6/1/2021,Scotland,14,37.58
7/1/2021,Scotland,9,21.95
8/1/2021,Scotland,13,30.52
9/1/2021,Scotland,47,155.63
10/1/2021,Scotland,31,85.16
11/1/2021,Scotland,20,62.11
12/1/2021,Scotland,38,130.14
1/1/2022,Scotland,20,43.96
2/1/2022,Scotland,45,131.39
3/1/2022,Scotland,35,108.53
4/1/2022,Scotland,36,88.89
5/1/2022,Scotland,51,136
6/1/2022,Scotland,37,99.33
7/1/2022,Scotland,61,148.78
8/1/2022,Scotland,54,126.76
9/1/2022,Scotland,44,145.7
10/1/2022,Scotland,30,82.42
11/1/2022,Scotland,21,65.22
12/1/2022,Scotland,39,133.56
1/1/2023,Scotland,43,94.51
2/1/2023,Scotland,45,131.39
3/1/2023,Scotland,27,83.72
4/1/2023,Scotland,46,113.58
5/1/2023,Scotland,41,109.33
6/1/2023,Scotland,48,128.86
1/1/2020,Person,40,136.75
2/1/2020,Person,39,187.95
3/1/2020,Person,18,81.82
4/1/2020,Person,4,17.58
5/1/2020,Person,16,58.18
6/1/2020,Person,13,37.41
7/1/2020,Person,51,179.58
8/1/2020,Person,26,82.28
9/1/2020,Person,20,65.79
10/1/2020,Person,21,80.15
11/1/2020,Person,17,68.55
12/1/2020,Person,9,27.95
1/1/2021,Person,9,30.77
2/1/2021,Person,11,53.01
3/1/2021,Person,17,77.27
4/1/2021,Person,10,43.96
5/1/2021,Person,20,72.73
6/1/2021,Person,20,57.55
7/1/2021,Person,9,31.69
8/1/2021,Person,18,56.96
9/1/2021,Person,24,78.95
10/1/2021,Person,26,99.24
11/1/2021,Person,28,112.9
12/1/2021,Person,28,86.96
1/1/2022,Person,36,123.08
2/1/2022,Person,20,96.39
3/1/2022,Person,31,140.91
4/1/2022,Person,27,118.68
5/1/2022,Person,17,61.82
6/1/2022,Person,31,89.21
7/1/2022,Person,57,200.7
8/1/2022,Person,19,60.13
9/1/2022,Person,21,69.08
10/1/2022,Person,53,202.29
11/1/2022,Person,20,80.65
12/1/2022,Person,49,152.17
1/1/2023,Person,35,119.66
2/1/2023,Person,43,207.23
3/1/2023,Person,45,204.55
4/1/2023,Person,21,92.31
5/1/2023,Person,41,149.09
6/1/2023,Person,48,138.13
1/1/2020,Richmond,66,134.69
2/1/2020,Richmond,60,153.85
3/1/2020,Richmond,13,33.12
4/1/2020,Richmond,3,6.32
5/1/2020,Richmond,17,43.04
6/1/2020,Richmond,26,55.32
7/1/2020,Richmond,39,70.4
8/1/2020,Richmond,53,88.93
9/1/2020,Richmond,36,83.33
10/1/2020,Richmond,43,70.96
11/1/2020,Richmond,9,21.53
12/1/2020,Richmond,16,46.24
1/1/2021,Richmond,13,26.53
2/1/2021,Richmond,13,33.33
3/1/2021,Richmond,8,20.38
4/1/2021,Richmond,19,40
5/1/2021,Richmond,27,68.35
6/1/2021,Richmond,24,51.06
7/1/2021,Richmond,27,48.74
8/1/2021,Richmond,31,52.01
9/1/2021,Richmond,27,62.5
10/1/2021,Richmond,30,49.5
11/1/2021,Richmond,23,55.02
12/1/2021,Richmond,34,98.27
1/1/2022,Richmond,50,102.04
2/1/2022,Richmond,46,117.95
3/1/2022,Richmond,31,78.98
4/1/2022,Richmond,47,98.95
5/1/2022,Richmond,36,91.14
6/1/2022,Richmond,42,89.36
7/1/2022,Richmond,50,90.25
8/1/2022,Richmond,77,129.19
9/1/2022,Richmond,37,85.65
10/1/2022,Richmond,59,97.36
11/1/2022,Richmond,57,136.36
12/1/2022,Richmond,38,109.83
1/1/2023,Richmond,56,114.29
2/1/2023,Richmond,63,161.54
3/1/2023,Richmond,33,84.08
4/1/2023,Richmond,40,84.21
5/1/2023,Richmond,51,129.11
6/1/2023,Richmond,45,95.74
1/1/2020,Lincoln,38,90.48
2/1/2020,Lincoln,40,103.9
3/1/2020,Lincoln,25,59.52
4/1/2020,Lincoln,1,2.82
5/1/2020,Lincoln,8,16.75
6/1/2020,Lincoln,27,59.67
7/1/2020,Lincoln,40,72.46
8/1/2020,Lincoln,41,91.93
9/1/2020,Lincoln,34,75.56
10/1/2020,Lincoln,31,72.43
11/1/2020,Lincoln,19,47.26
12/1/2020,Lincoln,19,49.48
1/1/2021,Lincoln,16,38.1
2/1/2021,Lincoln,32,83.12
3/1/2021,Lincoln,24,57.14
4/1/2021,Lincoln,21,59.15
5/1/2021,Lincoln,23,48.17
6/1/2021,Lincoln,22,48.62
7/1/2021,Lincoln,33,59.78
8/1/2021,Lincoln,32,71.75
9/1/2021,Lincoln,36,80
10/1/2021,Lincoln,46,107.48
11/1/2021,Lincoln,34,84.58
12/1/2021,Lincoln,26,67.71
1/1/2022,Lincoln,51,121.43
2/1/2022,Lincoln,48,124.68
3/1/2022,Lincoln,35,83.33
4/1/2022,Lincoln,34,95.77
5/1/2022,Lincoln,59,123.56
6/1/2022,Lincoln,41,90.61
7/1/2022,Lincoln,55,99.64
8/1/2022,Lincoln,62,139.01
9/1/2022,Lincoln,53,117.78
10/1/2022,Lincoln,43,100.47
11/1/2022,Lincoln,44,109.45
12/1/2022,Lincoln,38,98.96
1/1/2023,Lincoln,52,123.81
2/1/2023,Lincoln,50,129.87
3/1/2023,Lincoln,48,114.29
4/1/2023,Lincoln,32,90.14
5/1/2023,Lincoln,38,79.58
6/1/2023,Lincoln,45,99.45
1/1/2020,Sampson,39,95.71
2/1/2020,Sampson,24,78.05
3/1/2020,Sampson,16,42.67
4/1/2020,Sampson,2,6.02
5/1/2020,Sampson,17,41.46
6/1/2020,Sampson,25,56.5
7/1/2020,Sampson,36,81.82
8/1/2020,Sampson,33,64.71
9/1/2020,Sampson,23,51.8
10/1/2020,Sampson,9,23.08
11/1/2020,Sampson,15,44.12
12/1/2020,Sampson,11,35.26
1/1/2021,Sampson,19,46.63
2/1/2021,Sampson,12,39.02
3/1/2021,Sampson,29,77.33
4/1/2021,Sampson,20,60.15
5/1/2021,Sampson,34,82.93
6/1/2021,Sampson,27,61.02
7/1/2021,Sampson,22,50
8/1/2021,Sampson,25,49.02
9/1/2021,Sampson,18,40.54
10/1/2021,Sampson,28,71.79
11/1/2021,Sampson,29,85.29
12/1/2021,Sampson,26,83.33
1/1/2022,Sampson,21,51.53
2/1/2022,Sampson,31,100.81
3/1/2022,Sampson,24,64
4/1/2022,Sampson,25,75.19
5/1/2022,Sampson,42,102.44
6/1/2022,Sampson,49,110.73
7/1/2022,Sampson,37,84.09
8/1/2022,Sampson,51,100
9/1/2022,Sampson,41,92.34
10/1/2022,Sampson,36,92.31
11/1/2022,Sampson,26,76.47
12/1/2022,Sampson,18,57.69
1/1/2023,Sampson,42,103.07
2/1/2023,Sampson,35,113.82
3/1/2023,Sampson,41,109.33
4/1/2023,Sampson,37,111.28
5/1/2023,Sampson,27,65.85
6/1/2023,Sampson,45,101.69
1/1/2020,Lee,71,109.23
2/1/2020,Lee,62,122.17
3/1/2020,Lee,28,72.73
4/1/2020,Lee,8,16.49
5/1/2020,Lee,17,28.45
6/1/2020,Lee,13,21.05
7/1/2020,Lee,33,60.44
8/1/2020,Lee,38,58.64
9/1/2020,Lee,40,60.42
10/1/2020,Lee,32,53.69
11/1/2020,Lee,19,41.13
12/1/2020,Lee,12,25.32
1/1/2021,Lee,19,29.23
2/1/2021,Lee,5,9.85
3/1/2021,Lee,15,38.96
4/1/2021,Lee,15,30.93
5/1/2021,Lee,25,41.84
6/1/2021,Lee,20,32.39
7/1/2021,Lee,34,62.27
8/1/2021,Lee,26,40.12
9/1/2021,Lee,27,40.79
10/1/2021,Lee,37,62.08
11/1/2021,Lee,19,41.13
12/1/2021,Lee,22,46.41
1/1/2022,Lee,35,53.85
2/1/2022,Lee,26,51.23
3/1/2022,Lee,40,103.9
4/1/2022,Lee,49,101.03
5/1/2022,Lee,44,73.64
6/1/2022,Lee,45,72.87
7/1/2022,Lee,33,60.44
8/1/2022,Lee,44,67.9
9/1/2022,Lee,48,72.51
10/1/2022,Lee,34,57.05
11/1/2022,Lee,16,34.63
12/1/2022,Lee,51,107.59
1/1/2023,Lee,77,118.46
2/1/2023,Lee,20,39.41
3/1/2023,Lee,17,44.16
4/1/2023,Lee,43,88.66
5/1/2023,Lee,19,31.8
6/1/2023,Lee,44,71.26
1/1/2020,Henderson,36,67.92
2/1/2020,Henderson,54,109.09
3/1/2020,Henderson,21,53.16
4/1/2020,Henderson,8,18.82
5/1/2020,Henderson,16,31.84
6/1/2020,Henderson,15,27.03
7/1/2020,Henderson,39,69.15
8/1/2020,Henderson,33,57.49
9/1/2020,Henderson,48,82.19
10/1/2020,Henderson,46,86.47
11/1/2020,Henderson,38,75.4
12/1/2020,Henderson,30,75
1/1/2021,Henderson,15,28.3
2/1/2021,Henderson,25,50.51
3/1/2021,Henderson,42,106.33
4/1/2021,Henderson,23,54.12
5/1/2021,Henderson,32,63.68
6/1/2021,Henderson,50,90.09
7/1/2021,Henderson,51,90.43
8/1/2021,Henderson,45,78.4
9/1/2021,Henderson,63,107.88
10/1/2021,Henderson,44,82.71
11/1/2021,Henderson,36,71.43
12/1/2021,Henderson,28,70
1/1/2022,Henderson,42,79.25
2/1/2022,Henderson,47,94.95
3/1/2022,Henderson,37,93.67
4/1/2022,Henderson,42,98.82
5/1/2022,Henderson,64,127.36
6/1/2022,Henderson,57,102.7
7/1/2022,Henderson,57,101.06
8/1/2022,Henderson,49,85.37
9/1/2022,Henderson,49,83.9
10/1/2022,Henderson,51,95.86
11/1/2022,Henderson,56,111.11
12/1/2022,Henderson,38,95
1/1/2023,Henderson,45,84.91
2/1/2023,Henderson,44,88.89
3/1/2023,Henderson,50,126.58
4/1/2023,Henderson,32,75.29
5/1/2023,Henderson,42,83.58
6/1/2023,Henderson,44,79.28
1/1/2020,Moore,38,95.6
2/1/2020,Moore,35,97.9
3/1/2020,Moore,17,71.58
4/1/2020,Moore,4,15.69
5/1/2020,Moore,12,30
6/1/2020,Moore,19,55.07
7/1/2020,Moore,25,86.21
8/1/2020,Moore,26,69.89
9/1/2020,Moore,47,149.68
10/1/2020,Moore,32,81.22
11/1/2020,Moore,12,38.22
12/1/2020,Moore,12,41.1
1/1/2021,Moore,40,100.63
2/1/2021,Moore,27,75.52
3/1/2021,Moore,27,113.68
4/1/2021,Moore,20,78.43
5/1/2021,Moore,17,42.5
6/1/2021,Moore,28,81.16
7/1/2021,Moore,16,55.17
8/1/2021,Moore,15,40.32
9/1/2021,Moore,25,79.62
10/1/2021,Moore,32,81.22
11/1/2021,Moore,24,76.43
12/1/2021,Moore,16,54.79
1/1/2022,Moore,26,65.41
2/1/2022,Moore,29,81.12
3/1/2022,Moore,36,151.58
4/1/2022,Moore,27,105.88
5/1/2022,Moore,38,95
6/1/2022,Moore,43,124.64
7/1/2022,Moore,33,113.79
8/1/2022,Moore,19,51.08
9/1/2022,Moore,35,111.46
10/1/2022,Moore,30,76.14
11/1/2022,Moore,19,60.51
12/1/2022,Moore,31,106.16
1/1/2023,Moore,24,60.38
2/1/2023,Moore,34,95.1
3/1/2023,Moore,31,130.53
4/1/2023,Moore,25,98.04
5/1/2023,Moore,38,95
6/1/2023,Moore,42,121.74
1/1/2020,Burke,43,82.3
2/1/2020,Burke,33,72.53
3/1/2020,Burke,17,48.23
4/1/2020,Burke,0,0
5/1/2020,Burke,8,16
6/1/2020,Burke,39,85.71
7/1/2020,Burke,37,70.34
8/1/2020,Burke,41,74.28
9/1/2020,Burke,41,87.23
10/1/2020,Burke,42,82.03
11/1/2020,Burke,24,64.52
12/1/2020,Burke,16,41.24
1/1/2021,Burke,21,40.19
2/1/2021,Burke,34,74.73
3/1/2021,Burke,25,70.92
4/1/2021,Burke,13,32.7
5/1/2021,Burke,28,56
6/1/2021,Burke,27,59.34
7/1/2021,Burke,28,53.23
8/1/2021,Burke,43,77.9
9/1/2021,Burke,46,97.87
10/1/2021,Burke,38,74.22
11/1/2021,Burke,36,96.77
12/1/2021,Burke,26,67.01
1/1/2022,Burke,44,84.21
2/1/2022,Burke,26,57.14
3/1/2022,Burke,37,104.96
4/1/2022,Burke,43,108.18
5/1/2022,Burke,62,124
6/1/2022,Burke,31,68.13
7/1/2022,Burke,30,57.03
8/1/2022,Burke,37,67.03
9/1/2022,Burke,37,78.72
10/1/2022,Burke,39,76.17
11/1/2022,Burke,35,94.09
12/1/2022,Burke,24,61.86
1/1/2023,Burke,37,70.81
2/1/2023,Burke,35,76.92
3/1/2023,Burke,42,119.15
4/1/2023,Burke,33,83.02
5/1/2023,Burke,39,78
6/1/2023,Burke,41,90.11
1/1/2020,Chatham,26,118.18
2/1/2020,Chatham,21,97.67
3/1/2020,Chatham,15,88.24
4/1/2020,Chatham,6,35.82
5/1/2020,Chatham,2,9.3
6/1/2020,Chatham,8,39.51
7/1/2020,Chatham,8,31.25
8/1/2020,Chatham,24,110.09
9/1/2020,Chatham,14,63.64
10/1/2020,Chatham,13,61.9
11/1/2020,Chatham,16,86.96
12/1/2020,Chatham,17,75.89
1/1/2021,Chatham,15,68.18
2/1/2021,Chatham,23,106.98
3/1/2021,Chatham,13,76.47
4/1/2021,Chatham,7,41.79
5/1/2021,Chatham,6,27.91
6/1/2021,Chatham,17,83.95
7/1/2021,Chatham,14,54.69
8/1/2021,Chatham,15,68.81
9/1/2021,Chatham,17,77.27
10/1/2021,Chatham,14,66.67
11/1/2021,Chatham,17,92.39
12/1/2021,Chatham,11,49.11
1/1/2022,Chatham,12,54.55
2/1/2022,Chatham,27,125.58
3/1/2022,Chatham,19,111.76
4/1/2022,Chatham,12,71.64
5/1/2022,Chatham,30,139.53
6/1/2022,Chatham,16,79.01
7/1/2022,Chatham,25,97.66
8/1/2022,Chatham,34,155.96
9/1/2022,Chatham,22,100
10/1/2022,Chatham,36,171.43
11/1/2022,Chatham,28,152.17
12/1/2022,Chatham,14,62.5
1/1/2023,Chatham,28,127.27
2/1/2023,Chatham,23,106.98
3/1/2023,Chatham,19,111.76
4/1/2023,Chatham,14,83.58
5/1/2023,Chatham,33,153.49
6/1/2023,Chatham,39,192.59
1/1/2020,Pasquotank,85,132.81
2/1/2020,Pasquotank,61,156.41
3/1/2020,Pasquotank,36,85.71
4/1/2020,Pasquotank,6,14.29
5/1/2020,Pasquotank,24,43.44
6/1/2020,Pasquotank,20,38.46
7/1/2020,Pasquotank,29,58.23
8/1/2020,Pasquotank,35,71.14
9/1/2020,Pasquotank,34,63.2
10/1/2020,Pasquotank,40,67.11
11/1/2020,Pasquotank,29,51.6
12/1/2020,Pasquotank,15,29.3
1/1/2021,Pasquotank,15,23.44
2/1/2021,Pasquotank,13,33.33
3/1/2021,Pasquotank,24,57.14
4/1/2021,Pasquotank,12,28.57
5/1/2021,Pasquotank,26,47.06
6/1/2021,Pasquotank,18,34.62
7/1/2021,Pasquotank,22,44.18
8/1/2021,Pasquotank,17,34.55
9/1/2021,Pasquotank,22,40.89
10/1/2021,Pasquotank,48,80.54
11/1/2021,Pasquotank,19,33.81
12/1/2021,Pasquotank,41,80.08
1/1/2022,Pasquotank,12,18.75
2/1/2022,Pasquotank,31,79.49
3/1/2022,Pasquotank,20,47.62
4/1/2022,Pasquotank,42,100
5/1/2022,Pasquotank,35,63.35
6/1/2022,Pasquotank,44,84.62
7/1/2022,Pasquotank,53,106.43
8/1/2022,Pasquotank,51,103.66
9/1/2022,Pasquotank,45,83.64
10/1/2022,Pasquotank,47,78.86
11/1/2022,Pasquotank,30,53.38
12/1/2022,Pasquotank,43,83.98
1/1/2023,Pasquotank,67,104.69
2/1/2023,Pasquotank,45,115.38
3/1/2023,Pasquotank,32,76.19
4/1/2023,Pasquotank,39,92.86
5/1/2023,Pasquotank,42,76.02
6/1/2023,Pasquotank,36,69.23
1/1/2020,Granville,81,136.71
2/1/2020,Granville,56,123.08
3/1/2020,Granville,16,38.32
4/1/2020,Granville,1,1.94
5/1/2020,Granville,25,52.63
6/1/2020,Granville,24,44.86
7/1/2020,Granville,49,89.74
8/1/2020,Granville,21,36.08
9/1/2020,Granville,27,45
10/1/2020,Granville,28,44.16
11/1/2020,Granville,9,19.57
12/1/2020,Granville,6,12.71
1/1/2021,Granville,24,40.51
2/1/2021,Granville,13,28.57
3/1/2021,Granville,13,31.14
4/1/2021,Granville,15,29.13
5/1/2021,Granville,16,33.68
6/1/2021,Granville,15,28.04
7/1/2021,Granville,10,18.32
8/1/2021,Granville,24,41.24
9/1/2021,Granville,32,53.33
10/1/2021,Granville,41,64.67
11/1/2021,Granville,28,60.87
12/1/2021,Granville,25,52.97
1/1/2022,Granville,23,38.82
2/1/2022,Granville,31,68.13
3/1/2022,Granville,33,79.04
4/1/2022,Granville,29,56.31
5/1/2022,Granville,35,73.68
6/1/2022,Granville,48,89.72
7/1/2022,Granville,35,64.1
8/1/2022,Granville,43,73.88
9/1/2022,Granville,37,61.67
10/1/2022,Granville,40,63.09
11/1/2022,Granville,23,50
12/1/2022,Granville,17,36.02
1/1/2023,Granville,57,96.2
2/1/2023,Granville,34,74.73
3/1/2023,Granville,27,64.67
4/1/2023,Granville,28,54.37
5/1/2023,Granville,45,94.74
6/1/2023,Granville,36,67.29
1/1/2020,Rutherford,42,100
2/1/2020,Rutherford,32,85.91
3/1/2020,Rutherford,26,65.82
4/1/2020,Rutherford,7,16
5/1/2020,Rutherford,17,32.85
6/1/2020,Rutherford,42,98.25
7/1/2020,Rutherford,48,101.27
8/1/2020,Rutherford,62,144.19
9/1/2020,Rutherford,42,96.33
10/1/2020,Rutherford,31,64.85
11/1/2020,Rutherford,17,46.45
12/1/2020,Rutherford,18,50.56
1/1/2021,Rutherford,24,57.14
2/1/2021,Rutherford,39,104.7
3/1/2021,Rutherford,35,88.61
4/1/2021,Rutherford,22,50.29
5/1/2021,Rutherford,11,21.26
6/1/2021,Rutherford,33,77.19
7/1/2021,Rutherford,32,67.51
8/1/2021,Rutherford,29,67.44
9/1/2021,Rutherford,36,82.57
10/1/2021,Rutherford,29,60.67
11/1/2021,Rutherford,28,76.5
12/1/2021,Rutherford,39,109.55
1/1/2022,Rutherford,40,95.24
2/1/2022,Rutherford,31,83.22
3/1/2022,Rutherford,29,73.42
4/1/2022,Rutherford,24,54.86
5/1/2022,Rutherford,37,71.5
6/1/2022,Rutherford,40,93.57
7/1/2022,Rutherford,48,101.27
8/1/2022,Rutherford,46,106.98
9/1/2022,Rutherford,43,98.62
10/1/2022,Rutherford,42,87.87
11/1/2022,Rutherford,40,109.29
12/1/2022,Rutherford,31,87.08
1/1/2023,Rutherford,44,104.76
2/1/2023,Rutherford,37,99.33
3/1/2023,Rutherford,39,98.73
4/1/2023,Rutherford,42,96
5/1/2023,Rutherford,36,69.57
6/1/2023,Rutherford,34,79.53
1/1/2020,Duplin,35,104.48
2/1/2020,Duplin,30,126.32
3/1/2020,Duplin,11,54.32
4/1/2020,Duplin,0,0
5/1/2020,Duplin,1,4.08
6/1/2020,Duplin,12,47.52
7/1/2020,Duplin,33,129.92
8/1/2020,Duplin,13,50.78
9/1/2020,Duplin,17,75.89
10/1/2020,Duplin,30,111.11
11/1/2020,Duplin,17,80.19
12/1/2020,Duplin,26,119.27
1/1/2021,Duplin,9,26.87
2/1/2021,Duplin,8,33.68
3/1/2021,Duplin,14,69.14
4/1/2021,Duplin,13,59.09
5/1/2021,Duplin,10,40.82
6/1/2021,Duplin,8,31.68
7/1/2021,Duplin,22,86.61
8/1/2021,Duplin,18,70.31
9/1/2021,Duplin,21,93.75
10/1/2021,Duplin,18,66.67
11/1/2021,Duplin,33,155.66
12/1/2021,Duplin,19,87.16
1/1/2022,Duplin,17,50.75
2/1/2022,Duplin,14,58.95
3/1/2022,Duplin,29,143.21
4/1/2022,Duplin,38,172.73
5/1/2022,Duplin,20,81.63
6/1/2022,Duplin,35,138.61
7/1/2022,Duplin,24,94.49
8/1/2022,Duplin,32,125
9/1/2022,Duplin,33,147.32
10/1/2022,Duplin,10,37.04
11/1/2022,Duplin,14,66.04
12/1/2022,Duplin,15,68.81
1/1/2023,Duplin,18,53.73
2/1/2023,Duplin,16,67.37
3/1/2023,Duplin,23,113.58
4/1/2023,Duplin,28,127.27
5/1/2023,Duplin,24,97.96
6/1/2023,Duplin,32,126.73
1/1/2020,Anson,24,110.34
2/1/2020,Anson,28,138.27
3/1/2020,Anson,9,53.73
4/1/2020,Anson,0,0
5/1/2020,Anson,1,4.12
6/1/2020,Anson,26,221.28
7/1/2020,Anson,26,121.5
8/1/2020,Anson,25,104.17
9/1/2020,Anson,15,69.44
10/1/2020,Anson,14,59.32
11/1/2020,Anson,10,55.56
12/1/2020,Anson,2,9.52
1/1/2021,Anson,2,9.2
2/1/2021,Anson,11,54.32
3/1/2021,Anson,13,77.61
4/1/2021,Anson,8,47.06
5/1/2021,Anson,8,32.99
6/1/2021,Anson,13,110.64
7/1/2021,Anson,13,60.75
8/1/2021,Anson,14,58.33
9/1/2021,Anson,10,46.3
10/1/2021,Anson,21,88.98
11/1/2021,Anson,9,50
12/1/2021,Anson,9,42.86
1/1/2022,Anson,23,105.75
2/1/2022,Anson,24,118.52
3/1/2022,Anson,19,113.43
4/1/2022,Anson,14,82.35
5/1/2022,Anson,18,74.23
6/1/2022,Anson,32,272.34
7/1/2022,Anson,24,112.15
8/1/2022,Anson,24,100
9/1/2022,Anson,19,87.96
10/1/2022,Anson,30,127.12
11/1/2022,Anson,29,161.11
12/1/2022,Anson,18,85.71
1/1/2023,Anson,31,142.53
2/1/2023,Anson,23,113.58
3/1/2023,Anson,21,125.37
4/1/2023,Anson,22,129.41
5/1/2023,Anson,21,86.6
6/1/2023,Anson,32,272.34
1/1/2020,Beaufort,32,120.75
2/1/2020,Beaufort,41,212.99
3/1/2020,Beaufort,12,56.47
4/1/2020,Beaufort,0,0
5/1/2020,Beaufort,4,13.68
6/1/2020,Beaufort,12,35.56
7/1/2020,Beaufort,17,50.3
8/1/2020,Beaufort,17,46.96
9/1/2020,Beaufort,21,83.33
10/1/2020,Beaufort,22,76.92
11/1/2020,Beaufort,3,10.27
12/1/2020,Beaufort,4,15.15
1/1/2021,Beaufort,7,26.42
2/1/2021,Beaufort,4,20.78
3/1/2021,Beaufort,13,61.18
4/1/2021,Beaufort,12,41.03
5/1/2021,Beaufort,11,37.61
6/1/2021,Beaufort,5,14.81
7/1/2021,Beaufort,9,26.63
8/1/2021,Beaufort,12,33.15
9/1/2021,Beaufort,34,134.92
10/1/2021,Beaufort,21,73.43
11/1/2021,Beaufort,25,85.62
12/1/2021,Beaufort,14,53.03
1/1/2022,Beaufort,34,128.3
2/1/2022,Beaufort,32,166.23
3/1/2022,Beaufort,31,145.88
4/1/2022,Beaufort,26,88.89
5/1/2022,Beaufort,42,143.59
6/1/2022,Beaufort,46,136.3
7/1/2022,Beaufort,28,82.84
8/1/2022,Beaufort,47,129.83
9/1/2022,Beaufort,26,103.17
10/1/2022,Beaufort,15,52.45
11/1/2022,Beaufort,74,253.42
12/1/2022,Beaufort,24,90.91
1/1/2023,Beaufort,35,132.08
2/1/2023,Beaufort,48,249.35
3/1/2023,Beaufort,24,112.94
4/1/2023,Beaufort,32,109.4
5/1/2023,Beaufort,29,99.15
6/1/2023,Beaufort,29,85.93
1/1/2020,Martin,38,150.5
2/1/2020,Martin,25,135.14
3/1/2020,Martin,9,48
4/1/2020,Martin,2,12.9
5/1/2020,Martin,7,28.87
6/1/2020,Martin,8,41.03
7/1/2020,Martin,10,34.01
8/1/2020,Martin,12,57.14
9/1/2020,Martin,21,81.4
10/1/2020,Martin,9,44.55
11/1/2020,Martin,4,28.57
12/1/2020,Martin,11,76.39
1/1/2021,Martin,14,55.45
2/1/2021,Martin,9,48.65
3/1/2021,Martin,12,64
4/1/2021,Martin,5,32.26
5/1/2021,Martin,14,57.73
6/1/2021,Martin,6,30.77
7/1/2021,Martin,13,44.22
8/1/2021,Martin,7,33.33
9/1/2021,Martin,5,19.38
10/1/2021,Martin,11,54.46
11/1/2021,Martin,9,64.29
12/1/2021,Martin,14,97.22
1/1/2022,Martin,10,39.6
2/1/2022,Martin,11,59.46
3/1/2022,Martin,24,128
4/1/2022,Martin,26,167.74
5/1/2022,Martin,13,53.61
6/1/2022,Martin,25,128.21
7/1/2022,Martin,31,105.44
8/1/2022,Martin,28,133.33
9/1/2022,Martin,25,96.9
10/1/2022,Martin,10,49.5
11/1/2022,Martin,6,42.86
12/1/2022,Martin,11,76.39
1/1/2023,Martin,32,126.73
2/1/2023,Martin,23,124.32
3/1/2023,Martin,18,96
4/1/2023,Martin,32,206.45
5/1/2023,Martin,17,70.1
6/1/2023,Martin,29,148.72
1/1/2020,Warren,21,140
2/1/2020,Warren,16,136.17
3/1/2020,Warren,3,30
4/1/2020,Warren,0,0
5/1/2020,Warren,16,116.36
6/1/2020,Warren,10,74.07
7/1/2020,Warren,19,118.75
8/1/2020,Warren,11,67.07
9/1/2020,Warren,8,62.5
10/1/2020,Warren,11,72.37
11/1/2020,Warren,12,85.71
12/1/2020,Warren,5,35.71
1/1/2021,Warren,5,33.33
2/1/2021,Warren,4,34.04
3/1/2021,Warren,8,80
4/1/2021,Warren,1,6.35
5/1/2021,Warren,8,58.18
6/1/2021,Warren,2,14.81
7/1/2021,Warren,6,37.5
8/1/2021,Warren,9,54.88
9/1/2021,Warren,10,78.13
10/1/2021,Warren,14,92.11
11/1/2021,Warren,9,64.29
12/1/2021,Warren,16,114.29
1/1/2022,Warren,15,100
2/1/2022,Warren,9,76.6
3/1/2022,Warren,12,120
4/1/2022,Warren,11,69.84
5/1/2022,Warren,12,87.27
6/1/2022,Warren,12,88.89
7/1/2022,Warren,24,150
8/1/2022,Warren,12,73.17
9/1/2022,Warren,15,117.19
10/1/2022,Warren,15,98.68
11/1/2022,Warren,9,64.29
12/1/2022,Warren,11,78.57
1/1/2023,Warren,21,140
2/1/2023,Warren,11,93.62
3/1/2023,Warren,10,100
4/1/2023,Warren,15,95.24
5/1/2023,Warren,13,94.55
6/1/2023,Warren,27,200
1/1/2020,Pender,21,75
2/1/2020,Pender,18,76.6
3/1/2020,Pender,11,45.36
