jurisdiction,year,total_evictions,months_reported,total_population,evictions_per_1000,count_black,count_hispanic,count_white,count_asian,count_native,count_pacific,count_other,count_multiracial,percent_black,percent_hispanic,percent_white,percent_asian,percent_native,percent_pacific,percent_other,percent_multiracial,is_complete_year,data_completeness
Currituck,2023,56,6,28845,1.9414109897729241,1591,1519,25400,335,0,0,0,0,5.4,5.1,85.7,1.1,0,0,0,0,false,50.0%
Greene,2020,59,12,49211,1.1989189408871999,7500,3264,9825,28622,0,0,0,0,35.7,15.5,46.8,5.4,0,0,0,0,true,100.0%
Greene,2021,50,12,20767,2.407666008571291,7517,3308,9820,122,0,0,0,0,35.7,15.7,46.6,0.6,0,0,0,0,true,100.0%
Greene,2022,111,12,20607,5.386519143980201,7385,3310,9788,124,0,0,0,0,35.3,15.8,46.8,0.6,0,0,0,0,true,100.0%
Greene,2023,47,6,20113,2.3367970964053097,7227,3322,9428,136,0,0,0,0,35.4,16.3,46.2,0.7,0,0,0,0,false,50.0%
Montgomery,2020,111,12,27953,3.9709512395807245,4992,4209,17204,1548,0,0,0,0,18.3,15.4,63.1,1.6,0,0,0,0,true,100.0%
Montgomery,2021,79,12,26729,2.955591305323806,4965,4231,17093,440,0,0,0,0,18.3,15.6,62.9,1.6,0,0,0,0,true,100.0%
Montgomery,2022,158,12,26782,5.899484728549026,4910,4263,17152,457,0,0,0,0,18,15.7,63,1.7,0,0,0,0,true,100.0%
Montgomery,2023,76,6,25340,2.999210734017364,4581,4095,16206,458,0,0,0,0,17.8,15.9,62.8,1.8,0,0,0,0,false,50.0%
Clay,2020,32,12,11890,2.6913372582001682,128,405,10344,1013,0,0,0,0,1.1,3.6,92.9,1,0,0,0,0,true,100.0%
Clay,2021,41,12,11001,3.7269339150986274,128,434,10389,50,0,0,0,0,1.1,3.9,92.5,0.4,0,0,0,0,true,100.0%
Clay,2022,63,12,11269,5.590558168426657,128,418,10673,50,0,0,0,0,1.1,3.6,92.8,0.4,0,0,0,0,true,100.0%
Clay,2023,26,6,11045,2.3540063377093707,140,420,10439,46,0,0,0,0,1.2,3.7,92.3,0.4,0,0,0,0,false,50.0%
Graham,2020,32,11,8059,3.9707159697232908,37,319,7292,411,0,0,0,0,0.4,3.8,86,0.7,0,0,0,0,false,91.7%
Graham,2021,28,10,7667,3.652015129776966,36,316,7269,46,0,0,0,0,0.4,3.7,86.1,0.5,0,0,0,0,false,83.3%
Graham,2022,35,11,7675,4.560260586319218,42,317,7265,51,0,0,0,0,0.5,3.7,85.7,0.6,0,0,0,0,false,91.7%
Graham,2023,23,6,7240,3.1767955801104977,49,329,6809,53,0,0,0,0,0.6,4.1,84.7,0.7,0,0,0,0,false,50.0%
Mitchell,2020,41,10,15140,2.7080581241743724,69,870,13768,433,0,0,0,0,0.5,5.8,91.8,1.6,0,0,0,0,false,83.3%
Mitchell,2021,34,11,14752,2.304772234273319,85,923,13638,106,0,0,0,0,0.6,6.2,91.1,0.7,0,0,0,0,false,91.7%
Mitchell,2022,60,11,14679,4.087471898630698,97,877,13604,101,0,0,0,0,0.7,5.9,91.4,0.7,0,0,0,0,false,91.7%
Mitchell,2023,18,6,14740,1.2211668928086838,108,961,13568,103,0,0,0,0,0.7,6.4,90.7,0.7,0,0,0,0,false,50.0%
Dare,2020,110,12,38222,2.8779237088587726,882,2666,31945,2729,0,0,0,0,2.4,7.3,87.5,1.6,0,0,0,0,true,100.0%
Dare,2021,154,12,36284,4.244295006063279,914,2861,32183,326,0,0,0,0,2.5,7.7,87,0.9,0,0,0,0,true,100.0%
Dare,2022,100,12,36789,2.7182038109217426,927,2827,32699,336,0,0,0,0,2.5,7.5,87.1,0.9,0,0,0,0,true,100.0%
Dare,2023,42,6,37060,1.1332973556395034,929,2877,32889,365,0,0,0,0,2.5,7.6,86.9,1,0,0,0,0,false,50.0%
Bertie,2020,70,10,18701,3.743115341425592,11554,426,6605,116,0,0,0,0,60.7,2.2,34.7,0.3,0,0,0,0,false,83.3%
Bertie,2021,59,11,18652,3.163199656873257,11493,446,6568,145,0,0,0,0,60.7,2.4,34.7,0.8,0,0,0,0,false,91.7%
Bertie,2022,102,12,18413,5.539564438168685,11398,424,6462,129,0,0,0,0,60.9,2.3,34.5,0.7,0,0,0,0,true,100.0%
Bertie,2023,49,6,17192,2.8501628664495113,10582,428,6039,143,0,0,0,0,60.5,2.4,34.5,0.8,0,0,0,0,false,50.0%
Yancey,2020,28,9,17626,1.5885623510722795,152,976,16498,0,0,0,0,0,0.8,5.5,92.2,0,0,0,0,0,false,75.0%
Yancey,2021,34,11,17834,1.906470786138836,160,998,16619,57,0,0,0,0,0.9,5.5,92,0.3,0,0,0,0,false,91.7%
Yancey,2022,45,11,17860,2.5195968645016795,160,966,16670,64,0,0,0,0,0.9,5.3,92.1,0.4,0,0,0,0,false,91.7%
Yancey,2023,23,6,18485,1.2442520962942927,160,1032,17229,64,0,0,0,0,0.9,5.5,91.9,0.3,0,0,0,0,false,50.0%
Perquimans,2020,50,12,13281,3.7647767487387997,3055,354,9696,176,0,0,0,0,22.8,2.6,72.2,0.4,0,0,0,0,true,100.0%
Perquimans,2021,32,11,13224,2.419842710223836,3013,370,9772,69,0,0,0,0,22.4,2.7,72.6,0.5,0,0,0,0,false,91.7%
Perquimans,2022,60,12,13416,4.472271914132379,2994,405,9943,74,0,0,0,0,21.9,3,72.8,0.5,0,0,0,0,true,100.0%
Perquimans,2023,25,6,12856,1.9446172993154947,2816,444,9518,78,0,0,0,0,21.4,3.4,72.5,0.6,0,0,0,0,false,50.0%
Macon,2020,116,11,34505,3.3618316186059993,452,2541,31403,109,0,0,0,0,1.3,7.2,89,0.5,0,0,0,0,false,91.7%
Macon,2021,134,12,35289,3.797217263169826,486,2641,31786,376,0,0,0,0,1.4,7.4,88.6,1,0,0,0,0,true,100.0%
Macon,2022,183,12,35441,5.163511187607574,508,2742,31791,400,0,0,0,0,1.4,7.6,88.3,1.1,0,0,0,0,true,100.0%
Macon,2023,59,6,36976,1.5956295975768064,537,3007,33030,402,0,0,0,0,1.4,8,87.9,1.1,0,0,0,0,false,50.0%
Ashe,2020,76,11,26704,2.846015578190533,201,1406,25000,97,0,0,0,0,0.7,5.2,92.2,0.6,0,0,0,0,false,91.7%
Ashe,2021,60,12,26837,2.2357193426985136,204,1390,25105,138,0,0,0,0,0.7,5.1,92.3,0.5,0,0,0,0,true,100.0%
Ashe,2022,81,12,26801,3.0222752882355137,204,1396,25067,134,0,0,0,0,0.8,5.1,92.3,0.5,0,0,0,0,true,100.0%
Ashe,2023,25,6,26324,0.9497036924479563,228,1460,24505,131,0,0,0,0,0.9,5.5,91.7,0.5,0,0,0,0,false,50.0%
Pamlico,2020,25,11,12948,1.9308001235712078,2382,522,9408,636,0,0,0,0,18.8,4.1,74.3,1.6,0,0,0,0,false,91.7%
Pamlico,2021,21,10,12420,1.6908212560386475,2357,542,9445,76,0,0,0,0,18.5,4.3,74.2,0.6,0,0,0,0,false,83.3%
Pamlico,2022,36,12,12400,2.903225806451613,2320,540,9457,83,0,0,0,0,18.2,4.2,74.4,0.7,0,0,0,0,true,100.0%
Pamlico,2023,14,5,12035,1.1632737847943497,2269,565,9121,80,0,0,0,0,18.4,4.6,73.9,0.6,0,0,0,0,false,41.7%
Avery,2020,25,9,17424,1.4348025711662074,773,909,15484,258,0,0,0,0,4.4,5.2,88.5,0.5,0,0,0,0,false,75.0%
Avery,2021,38,11,17325,2.1933621933621934,788,887,15543,107,0,0,0,0,4.5,5.1,88.5,0.6,0,0,0,0,false,91.7%
Avery,2022,25,11,17320,1.443418013856813,787,877,15541,115,0,0,0,0,4.5,5,88.4,0.7,0,0,0,0,false,91.7%
Avery,2023,22,6,17601,1.2499289813078802,842,937,15698,124,0,0,0,0,4.7,5.2,87.9,0.7,0,0,0,0,false,50.0%
Swain,2020,33,11,9909,3.330305782621859,152,790,8736,231,0,0,0,0,1.1,5.5,61.3,0.7,0,0,0,0,false,91.7%
Swain,2021,38,12,9742,3.90063641962636,156,822,8662,102,0,0,0,0,1.1,5.8,60.7,0.7,0,0,0,0,true,100.0%
Swain,2022,45,12,9721,4.629153379281966,161,924,8532,104,0,0,0,0,1.1,6.5,60.2,0.7,0,0,0,0,true,100.0%
Swain,2023,21,5,9533,2.2028742263715513,175,961,8286,111,0,0,0,0,1.2,6.8,58.6,0.8,0,0,0,0,false,41.7%
Polk,2020,43,12,22301,1.9281646562934398,859,1248,18066,2128,0,0,0,0,4.2,6.1,87.7,1.5,0,0,0,0,true,100.0%
Polk,2021,43,11,20417,2.106088063868345,840,1223,18180,174,0,0,0,0,4.1,5.9,87.7,0.8,0,0,0,0,false,91.7%
Polk,2022,51,11,20697,2.464125235541383,814,1237,18450,196,0,0,0,0,3.9,5.9,87.7,0.9,0,0,0,0,false,91.7%
Polk,2023,20,6,19312,1.035625517812759,777,1155,17189,191,0,0,0,0,4,5.9,87.4,1,0,0,0,0,false,50.0%
Camden,2020,20,9,11070,1.8066847335140017,1243,317,8599,911,0,0,0,0,11.6,3,80.3,1.3,0,0,0,0,false,75.0%
Camden,2021,13,8,10521,1.2356239901150081,1212,327,8749,233,0,0,0,0,11.2,3,80.5,2.1,0,0,0,0,false,66.7%
Camden,2022,20,10,10635,1.8805829807240244,1158,362,8912,203,0,0,0,0,10.5,3.3,81.1,1.8,0,0,0,0,false,83.3%
Camden,2023,14,6,10462,1.3381762569298412,1136,412,8710,204,0,0,0,0,10.5,3.8,80.4,1.9,0,0,0,0,false,50.0%
Alleghany,2020,52,11,11292,4.605030109812256,174,1109,9643,366,0,0,0,0,1.6,9.9,86.4,1.5,0,0,0,0,false,91.7%
Alleghany,2021,30,12,11007,2.7255382938130284,162,1097,9659,89,0,0,0,0,1.5,9.9,86.7,0.8,0,0,0,0,true,100.0%
Alleghany,2022,35,10,11051,3.167134196000362,171,1097,9694,89,0,0,0,0,1.5,9.8,86.6,0.8,0,0,0,0,false,83.3%
Alleghany,2023,14,6,10905,1.2838147638697845,175,1125,9517,88,0,0,0,0,1.6,10.2,86.1,0.8,0,0,0,0,false,50.0%
Gates,2020,16,7,11279,1.4185654756627362,3586,263,7383,47,0,0,0,0,31,2.3,63.8,0.6,0,0,0,0,false,58.3%
Gates,2021,15,9,11242,1.3342821561999645,3578,276,7352,36,0,0,0,0,30.9,2.4,63.6,0.3,0,0,0,0,false,75.0%
Gates,2022,18,10,11144,1.615218951902369,3527,283,7292,42,0,0,0,0,30.8,2.5,63.6,0.4,0,0,0,0,false,83.3%
Gates,2023,10,6,10022,0.9978048293753741,3130,249,6597,46,0,0,0,0,30.2,2.4,63.6,0.4,0,0,0,0,false,50.0%
Tyrrell,2020,11,7,11859,0.9275655620204064,1540,372,2044,7903,0,0,0,0,37.3,9,49.5,3.4,0,0,0,0,false,58.3%
Tyrrell,2021,12,6,3925,3.057324840764331,1498,376,1973,78,0,0,0,0,37.3,9.4,49.1,1.9,0,0,0,0,false,50.0%
Tyrrell,2022,9,4,3678,2.446982055464926,1280,390,1941,67,0,0,0,0,33.9,10.3,51.4,1.8,0,0,0,0,false,33.3%
Tyrrell,2023,14,6,3156,4.435994930291509,1074,342,1679,61,0,0,0,0,33,10.5,51.6,1.9,0,0,0,0,false,50.0%
Madison,2020,44,10,21397,2.0563630415478804,312,526,20432,127,0,0,0,0,1.4,2.4,93.9,0.6,0,0,0,0,false,83.3%
Madison,2021,49,12,21376,2.2922904191616764,298,532,20435,111,0,0,0,0,1.4,2.4,93.9,0.5,0,0,0,0,true,100.0%
Madison,2022,38,11,21351,1.779776122898225,285,558,20391,117,0,0,0,0,1.3,2.6,93.8,0.5,0,0,0,0,false,91.7%
Madison,2023,28,6,21087,1.3278323137478067,293,590,20079,125,0,0,0,0,1.4,2.7,93.4,0.6,0,0,0,0,false,50.0%
Hyde,2020,8,7,9938,0.8049909438518816,1488,479,3135,4836,0,0,0,0,28.5,9.2,59.9,2.7,0,0,0,0,false,58.3%
Hyde,2021,6,5,4862,1.2340600575894694,1292,485,3052,33,0,0,0,0,26.2,9.8,61.8,0.7,0,0,0,0,false,41.7%
Hyde,2022,9,7,4768,1.8875838926174497,1284,487,2956,41,0,0,0,0,26.5,10.1,61,0.8,0,0,0,0,false,58.3%
Hyde,2023,6,3,4429,1.3547076089410701,1193,462,2735,39,0,0,0,0,26.5,10.2,60.7,0.9,0,0,0,0,false,25.0%
Jones,2020,35,10,10222,3.423987477988652,2864,493,5988,877,0,0,0,0,29.7,5.1,62.1,1.4,0,0,0,0,false,83.3%
Jones,2021,18,9,9182,1.960357220649096,2720,484,5926,52,0,0,0,0,28.9,5.1,62.9,0.6,0,0,0,0,false,75.0%
Jones,2022,50,11,9012,5.548158011540169,2639,524,5790,59,0,0,0,0,28.5,5.7,62.6,0.6,0,0,0,0,false,91.7%
Jones,2023,33,5,8998,3.667481662591687,2665,546,5725,62,0,0,0,0,28.8,5.9,61.9,0.7,0,0,0,0,false,41.7%
